reading_order,batch,sample_id,swap_from,swap_to,clause_replaced_to,caption_distractor,q1_grammatical,q2_asserts_swap_to,q3_not_still_true,notes
704,8,sushi:smooth\06\0000001,smooth,positive spike,"Large positive spikes are throughout the signal, additionally.","The progression shows a reducing inverse exponential rise, characterised by a steep decline at the culmination. Large positive spikes are throughout the signal, additionally.",y,y,y,
705,8,sushi:p_spike\24\0000007,positive spike,smooth,Slight noise remains in the smooth signal.,The signal reflects a rhythm that's akin to a triangular wave. Slight noise remains in the smooth signal.,y,y,y,
706,8,sushi:p_spike\00\0000004,positive spike,positive-and-negative spike,"Both large positive and negative spikes fill the signal, significantly.","The trend stays unaltered, with no divergence from a specific value. Both large positive and negative spikes fill the signal, significantly.",y,y,y,"claims both polarities; truth has only positive spikes — negatives absent, so false; ok"
707,8,sushi:n_spike\08\0000007,negative spike,step,"Additionally, there are large step changes throughout the signal.","The trend shows increasing inverse decay as it converges towards saturation. Additionally, there are large step changes throughout the signal.",y,y,y,
708,8,sushi:p_spike\07\0000009,positive spike,negative spike,"Considerable negative spikes mark the signal at different points, additionally.","The trend approaches a value by exponential decay. Considerable negative spikes mark the signal at different points, additionally.",y,y,y,
709,8,sushi:noisy\01\0000002,noisy,positive spike,"Additionally, the signal is sporadically punctuated with sizeable positive spikes.","The series observes linear elevation. Additionally, the signal is sporadically punctuated with sizeable positive spikes.",y,y,y,noisy→positive spike: 'sizeable' magnitude distinguishes from noise; kept y
710,8,sushi:noisy\01\0000002,noisy,smooth,"Generally, the signal demonstrates a smooth trend with minor disturbances.","The series observes linear elevation. Generally, the signal demonstrates a smooth trend with minor disturbances.",y,y,y,
711,8,sushi:p_spike\14\0000009,positive spike,noisy,The signal has high levels of noise.,"Following an inverted Gaussian function, the trend initially descends then ascends, with both ends converging to a value. The signal has high levels of noise.",y,y,n,q3: 'has high levels of noise' vs positive-spike truth — no pervasiveness cue; sporadic large spikes could read as high levels of noise; not clearly false
712,8,sushi:smooth\05\0000004,smooth,step,"Additionally, the signal contains a high number of step changes.","The trend is recognised by an exponential increase, with a sharp ascent towards the peak. Additionally, the signal contains a high number of step changes.",y,y,y,
713,8,sushi:p_spike\00\0000007,positive spike,negative spike,"Besides, the signal is interrupted sporadically by large negative spikes.","The trend stays constant, no alterations from the value. Besides, the signal is interrupted sporadically by large negative spikes.",y,y,y,
714,8,sushi:smooth\09\0000006,smooth,positive spike,"Large positive spikes are throughout the signal, additionally.","Like the sigmoid curve that generates an S-shape, the trend manifests a monotonous increasing pattern, with its rate of increase gradually subsiding and eventually approaching a constant value. Large positive spikes are throughout the signal, additionally.",y,y,y,
715,8,sushi:p_spike\14\0000005,positive spike,smooth,"For the most part, the signal is smooth with slight disturbances.","The course models a flipped Gaussian function, starting with a decline then incline, both ends equalizing at a constant. For the most part, the signal is smooth with slight disturbances.",y,y,y,
716,8,sushi:smooth\03\0000005,smooth,positive-and-negative spike,"Correspondingly, the signal is riddled with sporadic large positive and negative spikes.","Direction conforms to a concave curvature, initially rising and falling. Correspondingly, the signal is riddled with sporadic large positive and negative spikes.",y,y,y,
717,8,sushi:pn_spike\01\0000001,positive-and-negative spike,noisy,"A significant amount of noise is interspersed within the signal, in addition.","The course represents a continual linear increase. A significant amount of noise is interspersed within the signal, in addition.",y,y,n,q3: 'noise is interspersed' vs ±spike truth — interspersed = scattered; sporadic large ±spikes plausibly read as interspersed noise; not clearly false
718,8,sushi:step\06\0000005,step,negative spike,"Additionally, there are large negative spikes throughout the signal.","The inclination shows decreasing inverse exponential upswing with a downturn. Additionally, there are large negative spikes throughout the signal.",y,y,y,
719,8,sushi:pn_spike\22\0000003,positive-and-negative spike,positive spike,"Also, the signal is filled with sizable positive spikes.","The signal shows a periodic pattern like a sawtooth wave. Also, the signal is filled with sizable positive spikes.",y,y,n,"q3: subset — ±spike truth does contain sizable positive spikes; clause lacks exclusivity, claim still true"
720,8,sushi:pn_spike\06\0000002,positive-and-negative spike,smooth,"Generally speaking, minor disturbances and fluctuations are shown in the smooth signal.","Characterised by a sharp decline towards the end, the pathway exhibits a diminishing inverse exponential multiplier. Generally speaking, minor disturbances and fluctuations are shown in the smooth signal.",y,y,y,
721,8,sushi:n_spike\20\0000008,negative spike,noisy,"Furthermore, the signal is covered by a large amount of noise throughout.","Signal displays a recurring, sine wave-like pattern. Furthermore, the signal is covered by a large amount of noise throughout.",y,y,y,n_spike→noisy: 'covered…throughout' pervasive — distinguishes from sporadic spikes; kept y
722,8,sushi:p_spike\13\0000004,positive spike,step,"Also, there are notable step changes scattered throughout the signal.","The tendency is like a hill, starting with an increase and then a decrease, with both ends at the same level. Also, there are notable step changes scattered throughout the signal.",y,y,y,
723,8,sushi:noisy\00\0000009,noisy,positive-and-negative spike,"Furthermore, large positive and negative spikes appear consistently.","The trend is steady, with no amendments from the predetermined values. Furthermore, large positive and negative spikes appear consistently.",y,y,y,noisy→±spike: 'large' magnitude distinguishes spikes from noise-level fluctuation; kept y
724,8,sushi:smooth\20\0000004,smooth,negative spike,"Additionally, there are large negative spikes throughout the signal.","Signal manifests a periodic, sine wave-like pattern. Additionally, there are large negative spikes throughout the signal.",y,y,y,
725,8,sushi:smooth\22\0000008,smooth,positive spike,"Equally important, the signal is characterised by intermittent positive spikes of considerable magnitude.","Like a sawtooth wave, the signal shows a periodic pattern. Equally important, the signal is characterised by intermittent positive spikes of considerable magnitude.",y,y,y,"smooth(sawtooth)→positive spike: sawtooth's sharp resets are part of the wave, not added impulses; 'considerable magnitude' spikes clearly absent — kept y"
726,8,sushi:pn_spike\02\0000006,positive-and-negative spike,smooth,"Generally, the signal is smooth with minor noise.","The sequence is uniformly decreasing in a linear fashion. Generally, the signal is smooth with minor noise.",y,y,y,
727,8,sushi:smooth\21\0000009,smooth,noisy,"Furthermore, the signal is covered by a large amount of noise throughout.","The signal presents a consistent pattern, similar to a square wave. Furthermore, the signal is covered by a large amount of noise throughout.",y,y,y,
728,8,sushi:n_spike\20\0000004,negative spike,step,"In addition, the signal is separated by step changes of considerable magnitude.","Signal shows a pattern that repeats at regular intervals, comparable to a sine wave. In addition, the signal is separated by step changes of considerable magnitude.",y,y,y,"q1: 'separated by step changes' odd collocation (interrupted intended); grammatical, kept y"
729,8,sushi:smooth\22\0000000,smooth,negative spike,"Also, the signal has sizeable negative spikes at various intervals.","A rhythmic sequence, similar to saw waves, is shown by the signal. Also, the signal has sizeable negative spikes at various intervals.",y,y,y,
730,8,sushi:n_spike\14\0000006,negative spike,positive spike,The signal contains frequent positive spikes.,"The trend, tracing the path of an inverted Gaussian function, descends first and then ascends, with both ends ultimately settling at a constant value. The signal contains frequent positive spikes.",y,y,y,
731,8,sushi:p_spike\06\0000002,positive spike,smooth,"Mainly, the signal shows a smooth pattern with slight irregularities.","The flow shows a decreasing inverse exponential enhancement, characterised by a steep plunge at the finish. Mainly, the signal shows a smooth pattern with slight irregularities.",y,y,y,
732,8,sushi:p_spike\21\0000001,positive spike,noisy,"Substantial noise plagues the signal throughout, additionally.","Like a square wave, the signal shows a periodic pattern. Substantial noise plagues the signal throughout, additionally.",y,y,y,p_spike→noisy: 'plagues…throughout' pervasive — distinguishes from sporadic spikes; kept y
733,8,sushi:smooth\10\0000007,smooth,step,"In addition, the signal is separated by step changes of considerable magnitude.","Comparable to an inverse sigmoid curve with a mirrored S-shape, the direction presents a steadily declining trend, with its rate of descent gradually decelerating, eventually approaching a fixed value. In addition, the signal is separated by step changes of considerable magnitude.",y,y,y,"q1: 'separated by step changes' odd collocation; grammatical, kept y"
734,8,sushi:step\08\0000005,step,positive-and-negative spike,"Also, the signal scatters sizable positive and negative spikes.","The course is on the path to saturation due to the burgeoning inverse exponential decay. Also, the signal scatters sizable positive and negative spikes.",y,y,y,"q1: 'the signal scatters sizable…spikes' odd transitive use; grammatical, kept y"
735,8,sushi:pn_spike\04\0000004,positive-and-negative spike,negative spike,"Additionally, the signal is laced with considerable amounts of negative spikes.","The trajectory follows a convex curve similar to a quadratic function, initially descending and then ascending. Additionally, the signal is laced with considerable amounts of negative spikes.",y,y,n,"q3: subset — ±spike truth does contain considerable negative spikes; clause lacks exclusivity, claim still true"
736,8,sushi:step\03\0000004,step,positive spike,The signal contains frequent positive spikes.,"The pattern mimics a concave curve, initially rising and falling. The signal contains frequent positive spikes.",y,y,y,"step→positive spike: no magnitude, but steps persist vs spikes revert — class-distinguishing; kept y"
737,8,sushi:n_spike\24\0000000,negative spike,smooth,Minor noise is in the smooth signal.,"Presenting a regular rhythm, the signal is like a triangular wave. Minor noise is in the smooth signal.",y,y,y,
738,8,sushi:n_spike\13\0000008,negative spike,noisy,"Substantial noise plagues the signal throughout, additionally.","The pattern tracks the path of a Gaussian function, first increasing and then decreasing, with both extremities finally balancing at a constant figure. Substantial noise plagues the signal throughout, additionally.",y,y,y,n_spike→noisy: 'plagues…throughout' pervasive — distinguishes from sporadic spikes; kept y
739,8,sushi:p_spike\10\0000008,positive spike,negative spike,Large negative spikes separate the signal.,"The direction is steadily going down, like an upside-down S-curve, and it's starting to slow down as it gets closer to a certain value. Large negative spikes separate the signal.",y,y,y,"q1: 'Large negative spikes separate the signal' odd collocation; grammatical, kept y"
740,8,sushi:smooth\10\0000005,smooth,positive spike,"Large positive spikes saturate the signal, furthermore.","Comparable to an inverted sigmoid curve, the direction illustrates a decreasing trend, its descent decelerating, approaching a value. Large positive spikes saturate the signal, furthermore.",y,y,y,
741,8,sushi:p_spike\01\0000004,positive spike,smooth,Minor noise is in the smooth signal.,The pattern is linearly increasing in a consistent manner. Minor noise is in the smooth signal.,y,y,y,
742,8,sushi:p_spike\03\0000002,positive spike,step,"Notably, the signal is characterised by large step changes at various points.","The movement follows a concave curve, just like a quadratic function, initially rising and then dropping. Notably, the signal is characterised by large step changes at various points.",y,y,y,
743,8,sushi:pn_spike\02\0000006,positive-and-negative spike,noisy,"Considerable amounts of noise infiltrate the signal, furthermore.","The sequence is uniformly decreasing in a linear fashion. Considerable amounts of noise infiltrate the signal, furthermore.",y,y,y,pn_spike→noisy: 'infiltrate' leans pervasive (spreads through signal) — distinguishes from sporadic spikes; kept y with slight hesitation
744,8,sushi:n_spike\21\0000004,negative spike,positive-and-negative spike,Also noteworthy is the signal's consistent display of large positive and negative spikes.,"Analogous to a square wave, the signal manifests a pattern that resonates rhythmically at regular intervals. Also noteworthy is the signal's consistent display of large positive and negative spikes.",y,y,y,
745,8,sushi:pn_spike\05\0000007,positive-and-negative spike,negative spike,"Equally important, the signal is characterised by intermittent negative spikes of considerable magnitude.","The trajectory's exponential escalation leads to a sharp culmination ascent. Equally important, the signal is characterised by intermittent negative spikes of considerable magnitude.",y,y,n,q3: subset — ±spike truth does contain intermittent considerable negative spikes; claim still true
746,8,sushi:pn_spike\07\0000001,positive-and-negative spike,positive spike,"Frequent positive spikes of significant magnitude are in the signal, moreover.","The path is characterised by a decreasing trend and approaches a specific value by exponential decay. Frequent positive spikes of significant magnitude are in the signal, moreover.",y,y,n,q3: subset — ±spike truth does contain frequent significant positive spikes; claim still true
747,8,sushi:step\21\0000004,step,smooth,"In general, the signal is smooth with slight spikes.","The signal shows a rhythmic pattern, similar to a square wave, that recurs at regular intervals. In general, the signal is smooth with slight spikes.",y,y,y,
748,8,sushi:p_spike\07\0000009,positive spike,step,"Additionally, the signal contains a high number of step changes.","The trend approaches a value by exponential decay. Additionally, the signal contains a high number of step changes.",y,y,y,
749,8,sushi:n_spike\08\0000007,negative spike,noisy,"A large amount of noise saturates the signal, furthermore.","The trend shows increasing inverse decay as it converges towards saturation. A large amount of noise saturates the signal, furthermore.",y,y,y,n_spike→noisy: 'saturates' pervasive — distinguishes from sporadic spikes; kept y
750,8,sushi:pn_spike\22\0000003,positive-and-negative spike,negative spike,"Additionally, there are large negative spikes throughout the signal.","The signal shows a periodic pattern like a sawtooth wave. Additionally, there are large negative spikes throughout the signal.",y,y,n,"q3: subset — ±spike truth does contain large negative spikes; clause lacks exclusivity, claim still true"
751,8,sushi:pn_spike\02\0000006,positive-and-negative spike,positive spike,Frequent positive spikes are found in the signal.,The sequence is uniformly decreasing in a linear fashion. Frequent positive spikes are found in the signal.,y,y,n,true class ±spikes does contain frequent positive spikes; clause lacks exclusivity — claim still true (subset problem)
752,8,sushi:pn_spike\20\0000001,positive-and-negative spike,smooth,"Generally, the signal is smooth with minor noise.","The signal, similar to a sine wave, shows a repeating periodic pattern. Generally, the signal is smooth with minor noise.",y,y,y,
753,8,sushi:pn_spike\11\0000008,positive-and-negative spike,step,"Equally important, the signal is characterised by intermittent large step changes.","The sequence parallels the curve of a positive cubic function, starting with an increase, followed by a decrease in the middle, and ending with an increase. This forms a reflected S-shape, rotated by 90 degrees. Equally important, the signal is characterised by intermittent large step changes.",y,y,y,
754,8,sushi:p_spike\07\0000009,positive spike,noisy,"A considerable amount of noise litters the signal, in addition.","The trend approaches a value by exponential decay. A considerable amount of noise litters the signal, in addition.",y,y,n,litters' = scattered noise; sporadic large positive spikes plausibly read as scattered considerable noise — doesn't cleanly distinguish
755,8,sushi:n_spike\00\0000001,negative spike,positive-and-negative spike,Also noteworthy is the signal's consistent display of large positive and negative spikes.,"Trend unwavering, no modifications from values. Also noteworthy is the signal's consistent display of large positive and negative spikes.",y,y,y,"claims both polarities; truth has only negative spikes — false. Retained trend clause 'Trend unwavering, no modifications from values.' is awkward (not swap-related)"
756,8,sushi:noisy\22\0000004,noisy,negative spike,"Also, the signal is interspersed with significant negative spikes.","Replicating at regular intervals, the signal shows a rhythmic pattern similar to saw waves. Also, the signal is interspersed with significant negative spikes.",y,y,y,noisy→n_spike: 'interspersed with significant negative spikes' — magnitude + single polarity distinguishes from bidirectional noise — kept y
757,8,sushi:n_spike\13\0000008,negative spike,positive spike,Positive spikes are displayed within the signal.,"The pattern tracks the path of a Gaussian function, first increasing and then decreasing, with both extremities finally balancing at a constant figure. Positive spikes are displayed within the signal.",y,y,y,
758,8,sushi:step\10\0000000,step,smooth,"Generally, the signal is smooth with minor spikes.","The progression shows an unbroken decreasing trend, similar to an inverted sigmoid curve with a mirrored S-shape, eventually merging to a constant value, with a gradual deceleration in its rate of decrease. Generally, the signal is smooth with minor spikes.",y,y,y,
759,8,sushi:smooth\03\0000009,smooth,noisy,"Correspondingly, the signal is contaminated with significant noise.","The progression, mimicking a concave curve identical to a quadratic function, initially ascends and then descends. Correspondingly, the signal is contaminated with significant noise.",y,y,y,
760,8,sushi:smooth\02\0000000,smooth,step,Large step changes are in the signal.,The decline in the trend is uniform. Large step changes are in the signal.,y,y,y,
761,8,sushi:step\13\0000008,step,negative spike,"Also, the signal is interspersed with significant negative spikes.","The development is consistent with a Gaussian function, initially rising and subsequently descending, and both ends finally equal to a constant. Also, the signal is interspersed with significant negative spikes.",y,y,y,
762,8,sushi:noisy\03\0000004,noisy,positive spike,"Frequent positive spikes of significant magnitude are in the signal, moreover.","The trend mimics a concave curve, initially rising and falling. Frequent positive spikes of significant magnitude are in the signal, moreover.",y,y,y,noisy→p_spike: 'significant magnitude' distinguishes from noise — kept y
763,8,sushi:p_spike\22\0000005,positive spike,smooth,"Generally, the signal is smooth with minor spikes.","The signal demonstrates a pattern that perpetually reiterates at regular intervals, like a sawtooth wave. Generally, the signal is smooth with minor spikes.",y,y,y,smooth with minor spikes' vs large-positive-spike truth: magnitude contradicts — ok
764,8,sushi:step\10\0000000,step,noisy,"Considerable amounts of noise fill the signal, also.","The progression shows an unbroken decreasing trend, similar to an inverted sigmoid curve with a mirrored S-shape, eventually merging to a constant value, with a gradual deceleration in its rate of decrease. Considerable amounts of noise fill the signal, also.",y,y,y,
765,8,sushi:step\08\0000004,step,positive-and-negative spike,"Furthermore, large positive and negative spikes appear consistently.","The trajectory is nearing saturation through the rise of inverse exponential decay. Furthermore, large positive and negative spikes appear consistently.",y,y,y,
766,8,sushi:pn_spike\09\0000004,positive-and-negative spike,negative spike,"Additionally, the signal is laced with considerable amounts of negative spikes.","The path reflects a continuous increase, similar to a sigmoid curve, approaching a value, with a slowing rate of acceleration. Additionally, the signal is laced with considerable amounts of negative spikes.",y,y,n,true class ±spikes does contain considerable negative spikes; clause lacks exclusivity — claim still true (subset problem)
767,8,sushi:pn_spike\04\0000003,positive-and-negative spike,positive spike,"Frequent positive spikes of significant magnitude are in the signal, moreover.","Like a convex curve, the direction initially decreases and increases. Frequent positive spikes of significant magnitude are in the signal, moreover.",y,y,n,true class ±spikes does contain frequent positive spikes of significant magnitude — claim still true (subset problem)
768,8,sushi:step\08\0000004,step,smooth,"Generally, the signal is smooth with minor disturbances.","The trajectory is nearing saturation through the rise of inverse exponential decay. Generally, the signal is smooth with minor disturbances.",y,y,y,
769,8,sushi:n_spike\07\0000003,negative spike,step,Signal frequently shows large step changes.,The phase is indicated by a decreasing trend and edges towards a specific value by exponential decay. Signal frequently shows large step changes.,y,y,y,q1: 'Signal frequently shows...' missing article — telegraphic but readable
770,8,sushi:p_spike\20\0000008,positive spike,noisy,"Additionally, the signal is plagued by substantial noise throughout.","The signal is showing a periodic pattern that repeats at regular intervals, like a sinusoidal wave. Additionally, the signal is plagued by substantial noise throughout.",y,y,y,p_spike→noisy: 'plagued...throughout' pervasive claim false for sporadic spikes — kept y
771,8,sushi:noisy\23\0000009,noisy,negative spike,The signal contains negative spikes.,The signal shows a rhythmic tendency similar to an inverse sawtooth wave. The signal contains negative spikes.,y,y,y,"noisy→n_spike with no magnitude ('contains negative spikes'); 'spikes' still implies discrete impulses vs continuous jitter — kept y, hesitation"
772,8,sushi:n_spike\24\0000000,negative spike,positive spike,Positive spikes are found within the signal.,"Presenting a regular rhythm, the signal is like a triangular wave. Positive spikes are found within the signal.",y,y,y,
773,8,sushi:step\02\0000001,step,smooth,"In general, the signal is smooth with slight spikes.","The trend is linearly decreasing at a constant rate. In general, the signal is smooth with slight spikes.",y,y,y,
774,8,sushi:noisy\01\0000002,noisy,step,"Additionally, the signal contains a high number of step changes.","The series observes linear elevation. Additionally, the signal contains a high number of step changes.",y,y,y,
775,8,sushi:p_spike\03\0000002,positive spike,positive-and-negative spike,"Correspondingly, the signal is riddled with sporadic large positive and negative spikes.","The movement follows a concave curve, just like a quadratic function, initially rising and then dropping. Correspondingly, the signal is riddled with sporadic large positive and negative spikes.",y,y,y,"claims negative spikes absent from positive-only truth — false, ok"
776,8,sushi:step\02\0000006,step,noisy,Noise pervades throughout the signal.,The decline is steady in the trend. Noise pervades throughout the signal.,y,y,y,"step→noisy: 'Noise pervades throughout' has no magnitude, but strong pervasiveness claim is false for a clean step signal — kept y, hesitation"
777,8,sushi:noisy\05\0000001,noisy,negative spike,"Also, the signal has sizeable negative spikes at various intervals.","The trajectory is known for its exponential escalation, leading to a sharp increase at the culmination. Also, the signal has sizeable negative spikes at various intervals.",y,y,y,noisy→n_spike: 'sizeable' magnitude + single polarity distinguishes — kept y
778,8,sushi:n_spike\11\0000008,negative spike,positive spike,"Large positive spikes saturate the signal, furthermore.","The pathway follows the curve of a positive cubic function, initially escalating, then declining in the middle, and finally escalating once more. This results in a mirrored S-shape that's been rotated by 90 degrees. Large positive spikes saturate the signal, furthermore.",y,y,y,
779,8,sushi:p_spike\01\0000007,positive spike,smooth,"Mainly, the signal shows a smooth pattern with slight irregularities.","Steady escalation is observed in the trend. Mainly, the signal shows a smooth pattern with slight irregularities.",y,y,y,
780,8,sushi:pn_spike\12\0000006,positive-and-negative spike,step,"Additionally, there are large step changes throughout the signal.","The motion reflects a negative cubic function, starting with a decline, then a rise, and finally a fall. This forms a 90-degree rotated S-shape. Additionally, there are large step changes throughout the signal.",y,y,y,
781,8,sushi:smooth\13\0000001,smooth,noisy,"A significant amount of noise is interspersed within the signal, in addition.","The sequence echoes a Gaussian function, on the rise then decline, balancing at a constant value. A significant amount of noise is interspersed within the signal, in addition.",y,y,y,smooth→noisy: 'significant' magnitude contradicts slight-noise-only truth; 'interspersed' rule not needed for smooth truths — ok
782,8,sushi:noisy\09\0000009,noisy,negative spike,"Considerable negative spikes mark the signal at different points, additionally.","The trend is consistently going up, like an S-shaped curve, and it slowly starts to level off at a certain point. Considerable negative spikes mark the signal at different points, additionally.",y,y,y,noisy→n_spike: 'considerable' magnitude distinguishes — kept y
783,8,sushi:step\06\0000005,step,positive spike,"Additionally, the signal is scattered with large positive spikes.","The inclination shows decreasing inverse exponential upswing with a downturn. Additionally, the signal is scattered with large positive spikes.",y,y,y,
784,8,sushi:step\13\0000008,step,smooth,"Mainly, minor noise is observed in the smooth signal.","The development is consistent with a Gaussian function, initially rising and subsequently descending, and both ends finally equal to a constant. Mainly, minor noise is observed in the smooth signal.",y,y,y,
785,8,sushi:noisy\23\0000007,noisy,positive-and-negative spike,"Besides, the signal is interrupted sporadically by large positive and negative spikes.","The signal demonstrates a repeating rhythm at regular intervals, comparable to an inverse sawtooth wave. Besides, the signal is interrupted sporadically by large positive and negative spikes.",y,y,y,noisy→±spike close pair; 'large' magnitude distinguishes spikes from noise excursions — kept y
786,8,sushi:noisy\07\0000006,noisy,step,"Furthermore, the signal is sporadically interrupted by large step changes throughout.","A value is inclined to by the tendency through exponential decay. Furthermore, the signal is sporadically interrupted by large step changes throughout.",y,y,y,"q1: retained trend clause 'A value is inclined to by the tendency' is tortured passive (present in both captions, not swap-related)"
787,8,sushi:step\02\0000001,step,negative spike,"Additionally, there are large negative spikes throughout the signal.","The trend is linearly decreasing at a constant rate. Additionally, there are large negative spikes throughout the signal.",y,y,y,
788,8,sushi:smooth\20\0000000,smooth,positive spike,"Furthermore, the signal is riddled with large positive spikes at various intervals.","The signal, akin to a sinusoidal wave, demonstrates a pattern that reoccurs at regular intervals. Furthermore, the signal is riddled with large positive spikes at various intervals.",y,y,y,
789,8,sushi:noisy\22\0000001,noisy,smooth,Minor noise is in the smooth signal.,"A periodic pattern, similar to a sawtooth wave, is reflected by the signal. Minor noise is in the smooth signal.",y,y,y,
790,8,sushi:n_spike\08\0000001,negative spike,noisy,"In the same vein, the signal is smeared with high levels of noise.","Amplifying inverse decay, the trend nears saturation. In the same vein, the signal is smeared with high levels of noise.",y,y,y,"n_spike→noisy: 'smeared with high levels' — smeared leans pervasive/coating, distinguishes from sporadic spikes — kept y"
791,8,sushi:smooth\08\0000003,smooth,negative spike,"Moreover, the signal is characterized by frequent negative spikes of large magnitude.","Escalating inverse exponential decay is making the trend near saturation. Moreover, the signal is characterized by frequent negative spikes of large magnitude.",y,y,y,
792,8,sushi:step\07\0000009,step,positive spike,"Large positive spikes saturate the signal, furthermore.","Trajectories decrease and approach a specific value via exponential decay. Large positive spikes saturate the signal, furthermore.",y,y,y,
793,8,sushi:pn_spike\04\0000003,positive-and-negative spike,smooth,"For the most part, the signal is smooth with slight disturbances.","Like a convex curve, the direction initially decreases and increases. For the most part, the signal is smooth with slight disturbances.",y,y,y,
794,8,sushi:smooth\11\0000008,smooth,noisy,"Considerable amounts of noise fill the signal, also.","The sequence is reminiscent of a positive cubic function's path, starting with an increase, followed by a decrease in the middle, and ending with another increase. This forms an inverted S-shape, rotated by 90 degrees. Considerable amounts of noise fill the signal, also.",y,y,y,
795,8,sushi:p_spike\10\0000008,positive spike,step,Large step changes mark the signal.,"The direction is steadily going down, like an upside-down S-curve, and it's starting to slow down as it gets closer to a certain value. Large step changes mark the signal.",y,y,y,
796,8,sushi:noisy\08\0000004,noisy,positive-and-negative spike,"Correspondingly, the signal is riddled with sporadic large positive and negative spikes.","The trajectory is being moved towards saturation by increasing inverse decay. Correspondingly, the signal is riddled with sporadic large positive and negative spikes.",y,y,y,noisy→±spike close pair; 'sporadic large' distinguishes — kept y
797,8,sushi:p_spike\03\0000002,positive spike,negative spike,"Moreover, the signal is characterized by frequent negative spikes of large magnitude.","The movement follows a concave curve, just like a quadratic function, initially rising and then dropping. Moreover, the signal is characterized by frequent negative spikes of large magnitude.",y,y,y,
798,8,sushi:pn_spike\10\0000008,positive-and-negative spike,positive spike,"Frequent positive spikes of significant magnitude are in the signal, moreover.","The path is always going down like an upside-down S-curve, and it's starting to slow down as it gets close to a certain point. Frequent positive spikes of significant magnitude are in the signal, moreover.",y,y,n,true class ±spikes does contain frequent positive spikes of significant magnitude; clause lacks exclusivity — claim still true (subset problem)
799,8,sushi:noisy\07\0000000,noisy,smooth,"Mainly, the signal shows a smooth pattern with slight irregularities.","The metamorphosis is indicated by a decreasing trend and edges towards a specific value by exponential decay. Mainly, the signal shows a smooth pattern with slight irregularities.",y,y,y,
800,8,sushi:step\13\0000002,step,noisy,"Considerable amounts of noise fill the signal, also.","The trend is like a hill, going up first and then coming down, with both ends at the same level. Considerable amounts of noise fill the signal, also.",y,y,y,
801,9,sushi:p_spike\06\0000002,positive spike,step,"Additionally, the signal contains a high number of step changes.","The flow shows a decreasing inverse exponential enhancement, characterised by a steep plunge at the finish. Additionally, the signal contains a high number of step changes.",y,y,y,
802,9,sushi:noisy\10\0000000,noisy,negative spike,The signal contains negative spikes.,"Similar to an inverted S-shaped curve with a mirrored S-shape, the trajectory shows a monotonically decreasing pattern, eventually approaching a certain value, but with a gradual deceleration in its rate of decrease. The signal contains negative spikes.",y,y,y,"noisy→n_spike, no magnitude ('contains negative spikes'): noise jitter has downward excursions, but 'spikes' implies discrete impulses — kept y with hesitation"
803,9,sushi:step\24\0000000,step,positive spike,Positive spikes are found within the signal.,"The signal exhibits a rhythmic tendency to reverberate at regular intervals, similar to a triangular wave. Positive spikes are found within the signal.",y,y,y,"no magnitude, but spikes (transient) vs steps (persistent) still class-distinguishing — kept y"
804,9,sushi:step\12\0000001,step,smooth,"Large part, the signal is smooth with minor interference.","The pattern parallels the curve of a negative cubic function, initially dipping, then surging and finally dipping again. It forms a 90-degree rotated S-shape. Large part, the signal is smooth with minor interference.",n,y,y,"q1: 'Large part, the signal is smooth...' truncated/malformed opener (recurring template defect). Swap claim itself asserts smooth and is false for step truth"
805,9,sushi:n_spike\22\0000000,negative spike,noisy,"Substantial noise plagues the signal throughout, additionally.","Unveiling a cyclical pattern, the signal recurs at regular intervals, reminiscent of a sawtooth wave. Substantial noise plagues the signal throughout, additionally.",y,y,y,plagues throughout' = pervasive noise claim — distinguishes from sporadic negative spikes — kept y
806,9,sushi:n_spike\05\0000007,negative spike,positive-and-negative spike,"In addition, the signal frequently shows positive and negative spikes.","Ending with a sharp climax rise, the trend's progression is exponential. In addition, the signal frequently shows positive and negative spikes.",y,y,y,"claims both polarities; truth has only negative spikes — false, ok (no magnitude but polarity decides)"
807,9,sushi:p_spike\14\0000009,positive spike,step,Large step changes are in the signal.,"Following an inverted Gaussian function, the trend initially descends then ascends, with both ends converging to a value. Large step changes are in the signal.",y,y,y,
808,9,sushi:smooth\05\0000004,smooth,negative spike,"Also, the signal has sizeable negative spikes at various intervals.","The trend is recognised by an exponential increase, with a sharp ascent towards the peak. Also, the signal has sizeable negative spikes at various intervals.",y,y,y,
809,9,sushi:n_spike\23\0000003,negative spike,positive spike,"Additionally, there are large positive spikes throughout the signal.","Signal, similar to a reverse sawtooth wave, shows a regular pattern that reverberates. Additionally, there are large positive spikes throughout the signal.",y,y,y,"q1: retained trend clause 'Signal, similar to...' missing article — telegraphic but parses; not swap-related"
810,9,sushi:noisy\04\0000000,noisy,smooth,Minor interruptions remain in the smooth signal.,"First descending, then rising rapidly, the route follows a convex curve, like a quadratic function. Minor interruptions remain in the smooth signal.",y,y,y,
811,9,sushi:step\08\0000005,step,noisy,"Additionally, the signal is plagued by substantial noise throughout.","The course is on the path to saturation due to the burgeoning inverse exponential decay. Additionally, the signal is plagued by substantial noise throughout.",y,y,y,
