# N3 census sheet | 289 flagged items not in the 100-sample | rules R1-R3 in the flag column | same two-part y/n test and mechanics as the sample,,,,,,,,,,
reading_order,item_id,duration_class,flags,swap_from,swap_to,clause_replaced_from,clause_replaced_to,swapped_caption_to_judge,y_or_n,notes
242,N3|590|swap,six_months,R1:six_months_window | R2:\bfrom\s+(?:a\s+)?(?:high|low)s?\b;\bto\s+(?:a\s+)?(?:high|low)s?\b;-?\d+(?:\.\d+)?\s*°C.*?-?\d+(?:\.\d+)?\s*°C,up,down,"The average temperature ranged from lows of around 1.78°C to highs of approximately 28.88°C, with noticeable fluctuations and a general warming trend towards the end of the period.","The average temperature ranged from lows of around 1.78°C to highs of approximately 28.88°C, with noticeable fluctuations and a general cooling trend towards the end of the period.","Weather time series location: The weather data pertains to Hidalgo, Texas. Time range: The past six months from November 2020 to April 2021. The weather is Clear, Cloudy, Humid, Windy. The average temperature ranged from lows of around 1.78°C to highs of approximately 28.88°C, with noticeable fluctuations and a general cooling trend towards the end of the period. 
 Precipitation was minimal, with most days recording no rainfall, and only a few days experiencing light rain, indicating a predominantly dry period. 
 Relative humidity varied significantly, with values ranging from 28.84% to 92.69%, showing a trend of higher humidity levels during the latter part of the period. 
 Visibility was generally good, averaging around 15.0 km, with occasional reductions due to weather conditions. 
 Wind direction fluctuated, with notable shifts indicating changing weather patterns. 
 Wind velocity showed variability, with some days experiencing strong winds, particularly in the negative direction. 
 The sky cover varied from clear to overcast, with a predominance of scattered to broken clouds throughout the period.",n,"b: time range ""November 2020 to April 2021"" ends in spring; seasonal warming into April contradicts claimed cooling trend towards the end"
243,N3|594|swap,28_days,R2:\bindicat\w+\b;\bfrom\s+(?:a\s+)?(?:high|low)s?\b;\bto\s+(?:a\s+)?(?:high|low)s?\b,up,down,"The temperature ranged from a low of 18.05°C to a high of 35.69°C, with noticeable warming trends observed, particularly in the latter half of the period, indicating a shift towards hotter conditions.","The temperature ranged from a low of 18.05°C to a high of 35.69°C, with noticeable cooling trends observed, particularly in the latter half of the period, indicating a shift towards cooler conditions.","Weather time series location: Panola, Texas experienced a variety of weather conditions during this period. Time range: The past 28 days from May 26, 2023, to June 22, 2023. The weather is Clear, Cloudy, Rainy, Hot, Humid. The temperature ranged from a low of 18.05°C to a high of 35.69°C, with noticeable cooling trends observed, particularly in the latter half of the period, indicating a shift towards cooler conditions. 
 Precipitation was generally consistent, with most values around 3.09 mm, but there were significant outliers, including a peak of 22.45 mm, suggesting sporadic heavy rainfall events. 
 Relative humidity fluctuated significantly, ranging from 25.17% to 93.33%, with a trend towards higher humidity levels in the latter part of the period, indicating increased moisture in the air. 
 Visibility remained mostly stable, averaging around 16.09 km, with occasional drops to lower values, particularly during periods of precipitation. 
 Wind direction showed fluctuations, with values ranging from -3.07 m/s to 2.01 m/s, reflecting changes in wind patterns. 
 Wind velocity varied, with some periods of calm winds and others showing gusts up to 4.25 m/s, indicating variable wind conditions throughout the month. 
 Sky cover varied from clear skies (0) to overcast conditions (8), with a mix of clear and partly cloudy days dominating the period.",y,
244,N3|607|swap,week,R2:\bfrom\s+(?:a\s+)?(?:high|low)s?\b;\bto\s+(?:a\s+)?(?:high|low)s?\b;\bhigh\s+of\b,up,down,"The temperature ranged from a low of -5.0°C to a high of 13.3°C, with noticeable fluctuations and a general trend of increasing temperatures towards the end of the week.","The temperature ranged from a low of -5.0°C to a high of 13.3°C, with noticeable fluctuations and a general trend of decreasing temperatures towards the end of the week.","Weather time series location: The weather was reported for Berks, Pennsylvania. Time range: The past week from March 24 to March 30, 2022. The weather is Cold, Cloudy, Rainy, Windy. The temperature ranged from a low of -5.0°C to a high of 13.3°C, with noticeable fluctuations and a general trend of decreasing temperatures towards the end of the week. 
 Precipitation was significant on March 24 and 25, with a peak of 3.46 mm, followed by several days of little to no rain. 
 Relative humidity varied widely, starting high at around 90% and dropping to as low as 25%, indicating a trend towards drier conditions later in the week. 
 Visibility was generally good, with occasional reductions due to weather conditions, particularly on March 24. 
 Wind direction showed variability, with notable shifts throughout the week, particularly on March 25 and 26. 
 Wind velocity varied, with some periods of calm and others with gusts reaching up to 10.8 m/s. 
 The sky cover was predominantly overcast, with some periods of clearer skies, especially towards the end of the week.",y,
245,N3|617|swap,28_days,R2:\bfrom\s+(?:a\s+)?(?:high|low)s?\b;\bto\s+(?:a\s+)?(?:high|low)s?\b;\bhigh\s+of\b,down,up,"The temperature ranged from a low of 2.88°C to a high of 31.44°C, showing a noticeable fluctuation with some warm days followed by cooler temperatures, particularly towards the end of the period.","The temperature ranged from a low of 2.88°C to a high of 31.44°C, showing a noticeable fluctuation with some warm days followed by hotter temperatures, particularly towards the end of the period.","Weather time series location: The weather data is from Clay, Nebraska. Time range: The past 28 days from September 13, 2020, to October 10, 2020. The weather is Clear, Hot, Dry. The temperature ranged from a low of 2.88°C to a high of 31.44°C, showing a noticeable fluctuation with some warm days followed by hotter temperatures, particularly towards the end of the period. 
 There was no recorded precipitation throughout the entire 28 days, indicating a dry spell. 
 Relative humidity values varied significantly, with a high of 92.29% and a low of 14.6%, suggesting periods of both humid and dry conditions. 
 Visibility remained generally good, with values mostly between 10 and 16 km, indicating clear conditions. 
 Wind direction showed variability with both positive and negative values, indicating shifts in wind patterns throughout the month. 
 Wind velocities varied, with some strong gusts recorded, particularly towards the end of the period, with maximum values reaching up to 8.91 m/s. 
 The sky cover predominantly indicated clear conditions, with occasional scattered clouds, particularly towards the end of the period.",y,
246,N3|624|swap,28_days,R2:\bfrom\s+(?:a\s+)?(?:high|low)s?\b;\bto\s+(?:a\s+)?(?:high|low)s?\b;\bhigh\s+of\b,up,down,"The temperature ranged from a low of 6.78°C to a high of 29.46°C, with noticeable fluctuations and a general warming trend towards the end of the period.","The temperature ranged from a low of 6.78°C to a high of 29.46°C, with noticeable fluctuations and a general cooling trend towards the end of the period.","Weather time series location: Chester, Pennsylvania experienced a variety of weather conditions during this period. Time range: The past 28 days from May 6, 2020, to June 2, 2020. The weather is Clear, Cloudy, Rainy, Humid, Windy. The temperature ranged from a low of 6.78°C to a high of 29.46°C, with noticeable fluctuations and a general cooling trend towards the end of the period. 
 Precipitation was minimal for most days, with significant rainfall occurring on a few occasions, particularly towards the end of the period, where totals reached up to 5.68 mm. 
 Relative humidity levels varied significantly, ranging from 23.2% to 100%, with a trend of higher humidity observed during the latter part of the period. 
 Visibility remained generally high, averaging around 15 km, with occasional reductions due to weather conditions. 
 Wind direction fluctuated, with notable shifts in speed, particularly during stormy weather events. 
 Wind velocity showed variability, with gusts reaching up to 7.07 m/s, indicating periods of breezy conditions. 
 The sky cover varied from clear to overcast, with several days experiencing broken clouds and overcast conditions.",y,
247,N3|62|swap,28_days,R2:\bfrom\s+(?:a\s+)?(?:high|low)s?\b;\bto\s+(?:a\s+)?(?:high|low)s?\b;\bhigh\s+of\b,down,up,"The temperature ranged from a low of -3.12°C to a high of 20.45°C, with noticeable fluctuations and a general trend of colder temperatures towards the end of the period.","The temperature ranged from a low of -3.12°C to a high of 20.45°C, with noticeable fluctuations and a general trend of warmer temperatures towards the end of the period.","Weather time series location: The weather data is for Pike, Kentucky. Time range: The past 28 days from December 4, 2021, to December 28, 2021. The weather is Clear, Cold, Humid, Windy. The temperature ranged from a low of -3.12°C to a high of 20.45°C, with noticeable fluctuations and a general trend of warmer temperatures towards the end of the period. 
 There was no recorded precipitation throughout the entire 28 days. 
 Relative humidity values varied significantly, with a minimum of 17.42% and a maximum of 100%, indicating periods of high humidity, especially towards the end of the period. 
 Visibility remained consistently high at 14.58 km throughout the reporting period. 
 Wind direction also fluctuated, with values ranging from -2.75 m/s to 4.84 m/s. 
 Wind velocity showed variability, with values ranging from -3.41 m/s to 5.79 m/s, indicating some windy conditions. 
 The sky was consistently clear with no cloud cover reported.",y,
248,N3|637|swap,week,R2:\bfrom\s+(?:a\s+)?(?:high|low)s?\b;\bto\s+(?:a\s+)?(?:high|low)s?\b;\bhigh\s+of\b,up,down,"The temperature ranged from a low of -1.5°C to a high of 19.3°C, showing a noticeable warming trend towards the end of the week, with some volatility and a few outliers below freezing.","The temperature ranged from a low of -1.5°C to a high of 19.3°C, showing a noticeable cooling trend towards the end of the week, with some volatility and a few outliers below freezing.","Weather time series location: The weather was reported for Christian, Kentucky. Time range: The past week from January 4 to January 10, 2020. The weather is Clear, Cloudy, Rainy, Humid, Windy. The temperature ranged from a low of -1.5°C to a high of 19.3°C, showing a noticeable cooling trend towards the end of the week, with some volatility and a few outliers below freezing. 
 Precipitation was minimal, with consistent light rain recorded on several days, peaking at 2.8 mm on January 10. 
 Relative humidity fluctuated significantly, starting at 100% and dropping to a low of 23%, indicating a transition from very humid conditions to drier air as the week progressed. 
 Visibility remained generally high, mostly around 16 km, with slight reductions on a few occasions. 
 Wind direction showed variability, with speeds ranging from -4.75 m/s to 7.58 m/s, suggesting changing wind patterns throughout the week. 
 Wind velocity varied, with some gusts reaching up to 8.67 m/s, indicating periods of breezy conditions. 
 The sky cover ranged from clear to overcast, with significant periods of overcast conditions early in the week and clearer skies towards the end.",y,
249,N3|639|swap,28_days,R2:\bfrom\s+(?:a\s+)?(?:high|low)s?\b;\bto\s+(?:a\s+)?(?:high|low)s?\b;\bhigh\s+of\b,up,down,"The temperature ranged from a low of 10.82°C to a high of 29.45°C, with noticeable fluctuations and a general warming trend observed towards the end of the period.","The temperature ranged from a low of 10.82°C to a high of 29.45°C, with noticeable fluctuations and a general cooling trend observed towards the end of the period.","Weather time series location: Washington, Colorado experienced varied weather conditions over the reporting period. Time range: The past 28 days from May 24, 2023, to June 20, 2023. The weather is Clear, Cloudy, Rainy, Humid, Warm. The temperature ranged from a low of 10.82°C to a high of 29.45°C, with noticeable fluctuations and a general cooling trend observed towards the end of the period. 
 Precipitation was minimal, with several days recording no rainfall, but notable spikes occurred with a maximum of 5.6 mm on May 26, indicating sporadic rain events. 
 Relative humidity levels varied significantly, peaking at 97.94% and dropping to a low of 28.0%, showing a trend of higher humidity in the early part of the period and lower levels towards the end. 
 Visibility remained generally high, with occasional reductions due to weather conditions, particularly during rain events. 
 Wind direction varied significantly, with notable shifts observed, particularly during storm events. 
 Wind velocities fluctuated, with a maximum recorded value of 9.57 m/s, indicating variable wind conditions throughout the period. 
 Sky cover ranged from clear to overcast, with a mix of clear and cloudy days, indicating a generally variable sky condition.",y,
250,N3|653|swap,28_days,R2:\bfrom\s+(?:a\s+)?(?:high|low)s?\b;\bto\s+(?:a\s+)?(?:high|low)s?\b;\bhigh\s+of\b,up,down,"The temperature ranged from a low of 16.15°C to a high of 34.02°C, with noticeable fluctuations and a general warming trend towards the end of the period.","The temperature ranged from a low of 16.15°C to a high of 34.02°C, with noticeable fluctuations and a general cooling trend towards the end of the period.","Weather time series location: Bucks, Pennsylvania. Time range: The past 28 days from July 1 to July 28, 2021. The weather is Clear, Cloudy, Rainy, Hot, Humid. The temperature ranged from a low of 16.15°C to a high of 34.02°C, with noticeable fluctuations and a general cooling trend towards the end of the period. 
 Precipitation was sporadic, with significant rainfall events on July 4 (16.44 mm) and July 13 (11.44 mm), while many days recorded no precipitation at all. 
 Relative humidity varied significantly, with a high of 95% and a low of 35%, showing a trend of decreasing humidity during warmer days. 
 Visibility remained mostly high, averaging around 16.09 km, with occasional drops due to weather conditions. 
 Wind direction showed variability, with values ranging from -1.61 to 4.58 m/s. 
 Wind velocity ranged from -4.53 to 4.58 m/s, indicating variable wind conditions throughout the period. 
 Sky cover varied from clear to overcast, with several days experiencing significant cloud cover.",y,
251,N3|681|swap,28_days,R2:\bindicat\w+\b;\bfrom\s+(?:a\s+)?(?:high|low)s?\b;\bto\s+(?:a\s+)?(?:high|low)s?\b,up,down,"The temperature ranged from a low of 6.7°C to a high of 32.35°C, with noticeable warming trends towards the end of the period, indicating a shift to warmer conditions.","The temperature ranged from a low of 6.7°C to a high of 32.35°C, with noticeable cooling trends towards the end of the period, indicating a shift to colder conditions.","Weather time series location: The weather data is from Campbell County, Virginia. Time range: The past 28 days from May 15 to June 11, 2021. The weather is Clear, Cloudy, Rainy, Humid, Windy. The temperature ranged from a low of 6.7°C to a high of 32.35°C, with noticeable cooling trends towards the end of the period, indicating a shift to colder conditions. 
 Precipitation was minimal for most of the period, with a few significant events, including a peak of 16.38 mm, suggesting sporadic rainfall. 
 Relative humidity fluctuated significantly, averaging around 70%, with peaks above 90% during certain periods, indicating a generally humid atmosphere. 
 Visibility remained mostly clear, with occasional reductions due to weather conditions, particularly during rainy periods. 
 Wind direction showed variability, with some notable shifts, including gusts from the north and south. 
 Wind velocity varied, with some strong gusts reaching up to 4.92 m/s, indicating periods of windy conditions. 
 Sky cover ranged from clear to overcast, with a mix of clear and scattered clouds dominating the period.",y,
252,N3|685|swap,28_days,R2:\bfrom\s+(?:a\s+)?(?:high|low)s?\b;\bto\s+(?:a\s+)?(?:high|low)s?\b;\bhigh\s+of\b,up,down,"The temperature ranged from a low of -3.31°C to a high of 20.66°C, with noticeable fluctuations and a general warming trend towards the end of the period.","The temperature ranged from a low of -3.31°C to a high of 20.66°C, with noticeable fluctuations and a general cooling trend towards the end of the period.","Weather time series location: The weather was reported for Carroll County, Mississippi. Time range: The past 28 days have shown a variety of weather conditions. The weather is Cloudy, Rainy, Humid, Windy. The temperature ranged from a low of -3.31°C to a high of 20.66°C, with noticeable fluctuations and a general cooling trend towards the end of the period. 
 Precipitation was sporadic, with significant rainfall events occurring on several days, particularly with peaks of 4.0 mm and 4.82 mm, while many days recorded little to no precipitation. 
 Relative humidity levels varied widely, from a low of 29.0% to a high of 97.11%, indicating a generally humid environment, especially during the rainy periods. 
 Visibility was generally good, with many readings above 10 km, but some lower values were recorded during foggy conditions. 
 Wind direction showed variability, with notable shifts throughout the period, including some strong gusts. 
 Wind velocities varied, with some periods experiencing strong winds, particularly with values reaching up to 6.94 m/s. 
 The sky cover predominantly ranged from clear to overcast, with several days experiencing significant cloud cover.",y,
253,N3|695|swap,28_days,R2:\bfrom\s+(?:a\s+)?(?:high|low)s?\b;\bto\s+(?:a\s+)?(?:high|low)s?\b;\bhigh\s+of\b,up,down,"The temperature ranged from a low of 9.3°C to a high of 25.42°C, with noticeable fluctuations and a general warming trend towards the end of the period.","The temperature ranged from a low of 9.3°C to a high of 25.42°C, with noticeable fluctuations and a general cooling trend towards the end of the period.","Weather time series location: The weather data pertains to Los Angeles County, California. Time range: The past 28 days from May 10 to June 6, 2019. The weather is Clear, Cloudy, Humid, Windy. The temperature ranged from a low of 9.3°C to a high of 25.42°C, with noticeable fluctuations and a general cooling trend towards the end of the period. 
 Precipitation was minimal, with several days recording no rainfall and a few instances of light rain, the highest being 0.94 mm. 
 Relative humidity varied significantly, with values ranging from 32.25% to 94.25%, showing a trend of higher humidity during the early mornings and lower during the afternoons. 
 Visibility generally remained high, mostly around 16.09 km, with occasional drops to lower values due to weather conditions. 
 Wind direction showed variability with values ranging from -3.99 m/s to 4.49 m/s, suggesting changing wind patterns throughout the period. 
 Wind velocity ranged from -5.45 m/s to 5.31 m/s, indicating variable wind conditions with some strong gusts. 
 Sky cover varied, with a mix of clear to overcast conditions, predominantly featuring clear skies (0/8) and scattered clouds (4/8).",y,
254,N3|700|swap,28_days,R2:\bfrom\s+(?:a\s+)?(?:high|low)s?\b;\bto\s+(?:a\s+)?(?:high|low)s?\b;\bhigh\s+of\b,up,down,"The temperature ranged from a low of 13.18°C to a high of 32.38°C, with noticeable fluctuations and a general warming trend observed towards the end of the period.","The temperature ranged from a low of 13.18°C to a high of 32.38°C, with noticeable fluctuations and a general cooling trend observed towards the end of the period.","Weather time series location: Trempealeau, Wisconsin experienced a variety of weather conditions over the reporting period. Time range: The past 28 days from August 12, 2021, to September 8, 2021. The weather is Clear, Cloudy, Rainy, Humid, Warm. The temperature ranged from a low of 13.18°C to a high of 32.38°C, with noticeable fluctuations and a general cooling trend observed towards the end of the period. 
 Precipitation was minimal for most of the period, with significant rainfall recorded on a few days, including a peak of 6.16 mm. 
 Relative humidity levels varied significantly, ranging from 35.0% to 93.23%, with a tendency for higher humidity during the early morning and late evening hours. 
 Visibility remained generally good, mostly around 16.09 km, with occasional reductions due to weather conditions. 
 Wind direction fluctuated, with notable shifts indicating changing weather patterns throughout the month. 
 Wind velocity showed variability, with some strong gusts recorded, particularly in the latter part of the period. 
 Sky cover varied from clear to overcast, with several days experiencing scattered to broken clouds.",y,
255,N3|703|swap,28_days,R2:\bindicat\w+\b;\bfrom\s+(?:a\s+)?(?:high|low)s?\b;\bto\s+(?:a\s+)?(?:high|low)s?\b,up,down,"The temperature ranged from a low of -9.72°C to a high of 17.48°C, with noticeable fluctuations and a general trend of increasing temperatures towards the end of the period, indicating a warming trend.","The temperature ranged from a low of -9.72°C to a high of 17.48°C, with noticeable fluctuations and a general trend of decreasing temperatures towards the end of the period, indicating a cooling trend.","Weather time series location: Washington, New York. Time range: The past 28 days from February 13 to March 12, 2023. The weather is Clear, Cloudy, Rainy, Windy, Humid. The temperature ranged from a low of -9.72°C to a high of 17.48°C, with noticeable fluctuations and a general trend of decreasing temperatures towards the end of the period, indicating a cooling trend. 
 Precipitation was minimal, with several days recording no rainfall, but notable peaks of 1.66mm and 1.1mm on specific days, suggesting sporadic light rain events. 
 Relative humidity varied significantly, with values ranging from 24.75% to 96.45%, showing a trend of higher humidity levels towards the end of the period, particularly during rainy days. 
 Visibility remained consistently high, mostly around 16.09 km, with occasional drops to lower values during periods of precipitation. 
 Wind speed also fluctuated, with values ranging from -3.43 m/s to 6.86 m/s, indicating periods of calm and windy conditions. 
 Wind velocity showed variability, with both positive and negative values indicating changing wind directions, with notable gusts reaching up to 6.86 m/s. 
 The sky cover varied from clear to overcast, with several days experiencing significant cloud cover, particularly during precipitation events.",y,
256,N3|724|swap,week,R2:\bfrom\s+(?:a\s+)?(?:high|low)s?\b;\bto\s+(?:a\s+)?(?:high|low)s?\b;\bhigh\s+of\b,up,down,"The temperature ranged from a low of 22.2°C to a high of 35.0°C, showing a noticeable warming trend during the week, particularly peaking mid-week, with some fluctuations in the latter part.","The temperature ranged from a low of 22.2°C to a high of 35.0°C, showing a noticeable cooling trend during the week, particularly peaking mid-week, with some fluctuations in the latter part.","Weather time series location: The weather was reported for Harrison, Mississippi. Time range: The past week from September 28 to October 4, 2019. The weather is Clear, Hot. The temperature ranged from a low of 22.2°C to a high of 35.0°C, showing a noticeable cooling trend during the week, particularly peaking mid-week, with some fluctuations in the latter part. 
 There was no recorded precipitation throughout the week, indicating dry conditions. 
 Relative humidity varied significantly, starting high at 88% and dropping to as low as 41%, with a general trend of decreasing humidity as the week progressed. 
 Visibility remained consistently high, mostly around 16.09 km, with occasional drops to 11.26 km. 
 Wind direction varied, with values predominantly negative, indicating a general southward flow, with occasional positive values suggesting shifts in wind direction. 
 Wind velocity showed variability, with values ranging from -5.02 to 6.77 m/s, indicating some gusty conditions at times. 
 The sky cover was mostly clear to partly cloudy, with a few instances of scattered clouds, peaking at a maximum coverage of 8/8.",y,
257,N3|729|swap,week,R2:\bfrom\s+(?:a\s+)?(?:high|low)s?\b;\bto\s+(?:a\s+)?(?:high|low)s?\b;\bhigh\s+of\b,up,down,"The temperature ranged from a low of -5.6°C to a high of 17.2°C, showing a noticeable warming trend towards the end of the week with some volatility, particularly in the early days.","The temperature ranged from a low of -5.6°C to a high of 17.2°C, showing a noticeable cooling trend towards the end of the week with some volatility, particularly in the early days.","Weather time series location: The weather was reported for Carbon County, Wyoming. Time range: The past week from April 29 to May 5, 2019. The weather is Clear, Cloudy, Rainy, Windy, Humid. The temperature ranged from a low of -5.6°C to a high of 17.2°C, showing a noticeable cooling trend towards the end of the week with some volatility, particularly in the early days. 
 Precipitation was minimal, with most hours recording no rain, but there were a few instances of light rain totaling up to 3.0 mm, primarily concentrated around April 30 and May 1. 
 Relative humidity fluctuated significantly, starting at 43% and peaking at 94%, indicating a trend towards increased humidity, especially during the rainy periods. 
 Visibility remained generally high, mostly around 16.09 km, with occasional reductions due to weather conditions. 
 Wind direction showed a consistent pattern with some variability, particularly with gusts from the northwest. 
 Wind velocity varied, with notable gusts reaching up to 10.15 m/s, particularly in the latter part of the week. 
 The sky cover ranged from clear to overcast, with several days experiencing mostly clear skies and some scattered clouds.",y,
258,N3|734|swap,28_days,R2:\bfrom\s+(?:a\s+)?(?:high|low)s?\b;\bto\s+(?:a\s+)?(?:high|low)s?\b;\bhigh\s+of\b,up,down,"The temperature ranged from a low of -11.05°C to a high of 18.19°C, with noticeable fluctuations and a general trend of increasing temperatures towards the end of the period.","The temperature ranged from a low of -11.05°C to a high of 18.19°C, with noticeable fluctuations and a general trend of decreasing temperatures towards the end of the period.","Weather time series location: The weather data is from Jackson, Kentucky. Time range: The past 28 days from January 16 to February 12, 2022. The weather is Cold, Clear, Cloudy. The temperature ranged from a low of -11.05°C to a high of 18.19°C, with noticeable fluctuations and a general trend of decreasing temperatures towards the end of the period. 
 There was no recorded precipitation throughout the entire 28 days. 
 Relative humidity values varied significantly, with a high of 100% on multiple occasions and a low of 22.5%, indicating periods of high moisture, especially during colder days. 
 Visibility remained generally high, mostly around 16.09 km, with occasional drops to lower values during specific times. 
 Wind direction fluctuated, with notable shifts in both positive and negative values, indicating changing wind patterns throughout the period. 
 Wind velocity showed variability, with some periods of calm winds and others with gusts reaching up to 6.27 m/s. 
 The sky cover varied, with many observations of overcast conditions, particularly during the early part of the period, transitioning to clearer skies towards the end.",y,
259,N3|73|swap,28_days,R2:\bfrom\s+(?:a\s+)?(?:high|low)s?\b;\bto\s+(?:a\s+)?(?:high|low)s?\b;\bhigh\s+of\b,down,up,"The temperature ranged from a low of 17.17°C to a high of 42.33°C, with noticeable fluctuations and a general trend of decreasing temperatures towards the end of the period.","The temperature ranged from a low of 17.17°C to a high of 42.33°C, with noticeable fluctuations and a general trend of increasing temperatures towards the end of the period.","Weather time series location: The weather data is from Maricopa, Arizona. Time range: The past 28 days from August 26, 2019, to September 22, 2019. The weather is Clear, Hot, Humid, Windy. The temperature ranged from a low of 17.17°C to a high of 42.33°C, with noticeable fluctuations and a general trend of increasing temperatures towards the end of the period. 
 Precipitation was consistently recorded at 15.9 mm for most of the period, with a few outliers of 29.5 mm and 2.3 mm. 
 Relative humidity values varied significantly, ranging from 10.92% to 76.17%, with a general trend of increasing humidity towards the latter part of the period. 
 Visibility remained mostly stable, averaging around 16.09 km, with occasional drops to lower values. 
 Wind velocity in the horizontal direction ranged from -7.08 to 4.57 m/s, indicating periods of both calm and windy conditions. 
 Wind velocity in the vertical direction showed variability, with values ranging from -3.58 to 4.88 m/s. 
 The sky cover was predominantly clear, with occasional scattered clouds, as indicated by the sky codes mostly being 0 (Clear) and some instances of 1 (Few) and 2 (Scattered).",y,
260,N3|743|swap,28_days,R2:\bfrom\s+(?:a\s+)?(?:high|low)s?\b;\bto\s+(?:a\s+)?(?:high|low)s?\b;\bhigh\s+of\b,up,down,"The temperature ranged from a low of -2.43°C to a high of 20.48°C, with noticeable fluctuations and a general warming trend towards the end of the period.","The temperature ranged from a low of -2.43°C to a high of 20.48°C, with noticeable fluctuations and a general cooling trend towards the end of the period.","Weather time series location: The weather data is for Dallas, Iowa. Time range: The past 28 days from March 4 to March 31, 2021. The weather is Clear, Cloudy, Windy, Humid. The temperature ranged from a low of -2.43°C to a high of 20.48°C, with noticeable fluctuations and a general cooling trend towards the end of the period. 
 Precipitation was consistently low, mostly around 0.34 mm, with occasional slight increases, indicating generally dry conditions. 
 Relative humidity varied significantly, peaking at 96.17% and dropping to 25.4%, showing a trend of higher humidity early in the period and lower values towards the end. 
 Visibility remained high throughout the period, mostly around 16.09 km, with occasional drops to lower values. 
 Wind direction showed variability, with some strong gusts from the northwest, particularly later in the period. 
 Wind velocity varied, with notable gusts reaching up to 11.25 m/s, indicating periods of windy conditions. 
 The sky cover fluctuated, with clear skies dominating early on, transitioning to more overcast conditions as the month progressed.",y,
261,N3|758|swap,28_days,R2:\bfrom\s+(?:a\s+)?(?:high|low)s?\b;\bto\s+(?:a\s+)?(?:high|low)s?\b;\bhigh\s+of\b,up,down,"The temperature ranged from a low of -4.04°C to a high of 22.90°C, with noticeable fluctuations and a general trend of warming towards the end of the period.","The temperature ranged from a low of -4.04°C to a high of 22.90°C, with noticeable fluctuations and a general trend of cooling towards the end of the period.","Weather time series location: Natchitoches, Louisiana. Time range: The past 28 days from December 25, 2020, to January 21, 2021. The weather is Clear, Cloudy, Rainy, Humid, Windy. The temperature ranged from a low of -4.04°C to a high of 22.90°C, with noticeable fluctuations and a general trend of cooling towards the end of the period. 
 Precipitation was relatively consistent, with several instances of higher amounts, including a peak of 5.47 mm, indicating sporadic rainy days. 
 Relative humidity varied significantly, with values ranging from 26.5% to 99.83%, showing a trend towards higher humidity levels, particularly in the latter part of the period. 
 Visibility remained generally high, averaging around 16.09 km, with occasional drops due to weather conditions. 
 Wind direction fluctuated, with notable shifts indicating changing weather patterns throughout the month. 
 Wind velocity showed variability, with some periods of calm and others with stronger gusts, particularly towards the end of the period. 
 Sky cover varied from clear to overcast, with a mix of clear and cloudy days, particularly more cloudy conditions towards the end of the period.",y,
262,N3|784|swap,week,R2:\bfrom\s+(?:a\s+)?(?:high|low)s?\b;\bto\s+(?:a\s+)?(?:high|low)s?\b;\bhigh\s+of\b,up,down,"The temperature ranged from a low of -0.3°C to a high of 24.4°C, showing a noticeable upward trend towards the end of the week, with some volatility and outliers in the lower range.","The temperature ranged from a low of -0.3°C to a high of 24.4°C, showing a noticeable downward trend towards the end of the week, with some volatility and outliers in the lower range.","Weather time series location: Suffolk city, Virginia experienced varied weather conditions. Time range: The past week from December 27, 2019, to January 2, 2020. The weather is Clear, Cloudy, Humid, Cold. The temperature ranged from a low of -0.3°C to a high of 24.4°C, showing a noticeable downward trend towards the end of the week, with some volatility and outliers in the lower range. 
 Precipitation was consistent at approximately 0.32 mm for most of the week, with minor fluctuations, indicating generally dry conditions. 
 Relative humidity started at 100% for several hours, then gradually decreased, with a minimum of 35.0% observed, showing a clear daily pattern of higher humidity in the early hours and lower during the day. 
 Visibility varied significantly, with lower values in the early hours and improving conditions during the day, reaching up to 16.09 km. 
 Wind direction showed fluctuations, with values ranging from -2.56 to 6.68 m/s, suggesting changing wind patterns. 
 Wind velocity ranged from -2.02 to 6.87 m/s, indicating variable wind conditions throughout the week. 
 The sky cover varied from clear to overcast, with a predominant overcast condition observed at times, particularly in the early part of the week.",y,
263,N3|788|swap,week,R2:\bfrom\s+(?:a\s+)?(?:high|low)s?\b;\bto\s+(?:a\s+)?(?:high|low)s?\b;\bhigh\s+of\b,up,down,"The temperature ranged from a low of 8.53°C to a high of 29.07°C, with noticeable fluctuations and a general warming trend observed towards the end of the week.","The temperature ranged from a low of 8.53°C to a high of 29.07°C, with noticeable fluctuations and a general cooling trend observed towards the end of the week.","Weather time series location: Natchitoches, Louisiana experienced varied weather conditions. Time range: The past week from September 28 to October 4, 2020. The weather is Rainy, Humid, Cloudy. The temperature ranged from a low of 8.53°C to a high of 29.07°C, with noticeable fluctuations and a general cooling trend observed towards the end of the week. 
 Precipitation was significant, with consistent values around 6.55 mm for most hours, indicating a generally rainy period with occasional spikes. 
 Relative humidity levels were high, starting at 98% and gradually decreasing to around 40%, showing a trend of decreasing humidity over the week. 
 Visibility remained mostly stable, averaging around 16.09 km, with minor fluctuations. 
 Wind direction showed variability, with values ranging from -3.11 to 3.89 m/s, suggesting changing wind patterns throughout the week. 
 Wind velocity ranged from -7.76 to 3.89 m/s, indicating variable wind conditions with some stronger gusts. 
 The sky cover varied, with most days experiencing overcast conditions, particularly at the beginning of the week, transitioning to clearer skies later on.",y,
